Pelosi,-0.019809728324504325,0.035681216171963945,-429.0,81.0,-174.0,255.0,", Election of the Speaker"
Passed,-0.03081187505804292,-0.01803023899981263,-80.0,414.0,167.0,247.0,"Recognizing the 189th anniversary of the independence of Greece and celebrating Greek and American democracy, On Motion to Suspend the Rules and Agree"
Passed,-0.02001769291627951,0.01754248380230528,-268.0,148.0,-60.0,208.0,"Harmful Algal Blooms and Hypoxia Research and Control Amendments Act, On Passage"
Passed,-0.013437437097421128,0.023299408273566646,-255.0,59.0,-98.0,157.0,", On Approving the Journal"
Passed,-0.026296266159387804,-0.012399046232329427,-90.0,340.0,125.0,215.0,"Bankruptcy Judgeship Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02927161509862123,-0.016987782478530028,-78.0,392.0,157.0,235.0,"Recognizing the University of Arizona’s 125 years of dedication to excellence in higher education, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.028693533692607,-0.01665921055395497,-76.0,384.0,154.0,230.0,"Congratulating the winners of the Voice of Democracy national scholarship program, On Motion to Suspend the Rules and Agree"
Passed,-0.029124545073388717,-0.016674339778872914,-79.0,389.0,155.0,234.0,"Recognizing Washington State University Honors College for 50 years of excellence, On Motion to Suspend the Rules and Agree"
Passed,-0.028825290098232124,-0.015962264047571256,-82.0,382.0,150.0,232.0,"Recognizing the cultural and historical significance of Nowruz, expressing appreciation to Iranian-American for their contributions to society, and wishing Iranian-Americans and the people of Iran a prosperous new year, On Motion to Suspend the Rules and Agree"
Passed,-0.03078407612106853,-0.01845738771036326,-76.0,416.0,170.0,246.0,"To designate the facility of the United States Postal Service located at 216 Westwood Avenue in Westwood, New Jersey, as the “Sergeant Christopher R. Hrbek Post Office Building”, On Motion to Suspend the Rules and Pass"
Passed,-0.030724213067535602,-0.018859231290505978,-73.0,417.0,172.0,245.0,"Expressing the support of the House of Representatives for the goals and ideals of Red Cross Month, On Motion to Suspend the Rules and Agree"
Passed,-0.030662977327200722,-0.017938299555156988,-79.0,411.0,166.0,245.0,"Recognizing the continued persecution of Falun Gong practitioners in China on the 10th anniversary of the Chinese Communist Party campaign to suppress the Falun Gong spriritual movement and calling for an immediate end to the campaign to persecute, intimidate, imprison, and torture Falun Gong practitioners, On motion to suspend the rules and agree, as amended"
Passed,-0.031088174885541796,-0.018457387769822396,-78.0,420.0,171.0,249.0,"Thanking Vancouver for hosting the world during the 2010 Winter Olympics and honoring the athletes from TEAM USA., On motion to suspend the rules and agree, as amended"
Passed,-0.03095833627142576,-0.018925712706547925,-73.0,421.0,174.0,247.0,"Recognizing the 150th anniversary of Augustana College, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.030869566159341978,-0.018707085981595765,-73.0,419.0,173.0,246.0,"Expressing the support of the House of Representatives for the goals and ideals of Professional Social Work Month and World Social Work Day, On Motion to Suspend the Rules and Agree"
Passed,-0.021654908988655953,0.02225517504670876,-323.0,147.0,-88.0,235.0,"Congratulating the 2009-2010 University of Maryland Men’s Basketball Team, Greivis Vasquez, and Coach Gary Williams on an outstanding season, On Motion to Suspend the Rules and Agree"
Passed,-0.030614034959191003,-0.018590620437292805,-74.0,416.0,171.0,245.0,"Honoring the accomplishments of Supreme Court Justice Sandra Day O’Connor, the first woman to serve on the United States Supreme Court, On Motion to Suspend the Rules and Agree"
Passed,-0.028515868375078617,-0.012437359952005029,-102.0,362.0,130.0,232.0,"Prevent All Cigarette Trafficking Act, On Motion to Suspend the Rules and Pass"
Passed,-0.030798671230382258,-0.018347723201132423,-77.0,417.0,170.0,247.0,"Florida National Forest Land Adjustment Act of 2009, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029274275995359644,-0.008075211119104433,-141.0,353.0,106.0,247.0,"Plain Writing Act of 2010, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03032470855193926,-0.018721530581311464,-70.0,412.0,171.0,241.0,"To require any amounts remaining in a Member’s Representational Allowance at the end of a fiscal year to be deposited in the Treasury and used for deficit reduction or to reduce the Federal debt, On Motion to Suspend the Rules and Pass"
Passed,-0.030806997617111347,-0.018691945142704544,-73.0,419.0,173.0,246.0,"To designate the facility of the United States Postal Service located at 45300 Portola Avenue in Palm Desert, California, as the “Roy Wilson Post Office”, On Motion to Suspend the Rules and Pass"
Passed,-0.01443726333873355,0.03615574910312502,-369.0,19.0,-175.0,194.0,"Providing for consideration of motions to suspend the rules., On Ordering the Previous Question"
Passed,-0.01674866494367768,0.035299875253210475,-385.0,45.0,-170.0,215.0,"Providing for consideration of motions to suspend the rules., On Agreeing to the Resolution"
Passed,-0.029535097556460624,-0.017070111068959247,-79.0,397.0,159.0,238.0,"Raising a question of the privileges of the House, On Motion to Refer the Resolution"
Passed,-0.01717001834087034,0.035566135073926565,-393.0,51.0,-171.0,222.0,"Raising a question of the privileges of the House, On Motion to Table"
Passed,-0.030067429013103292,-0.01852790834767049,-70.0,408.0,169.0,239.0,"State Admission Day Recognition Act of 2009, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.02860308621513024,-0.011074467570425052,-108.0,356.0,124.0,232.0,"Agricultural Credit Act of 2009, On Motion to Suspend the Rules and Pass"
Passed,-0.030182807638318074,-0.0181452915713369,-74.0,408.0,167.0,241.0,"Recognizing the 100th anniversary of the Vermont Long Trail, the oldest long-distance hiking trail in the United States, and congratulating the Green Mountain Club for its century of dedication in developing and maintaining the trail, On Motion to Suspend the Rules and Agree"
Passed,-0.018224910463987998,0.034488753220399675,-393.0,65.0,-164.0,229.0,"Providing for consideration of (H.R. 3644), the Ocean, Coastal, and Watershed Education Act and (H.R. 1612), Public Land Service Corps Act of 2009, On Agreeing to the Resolution"
Passed,-0.02263099052917888,0.01988646961316315,-304.0,168.0,-68.0,236.0,"Upper Mississippi River Basin Protection Act, On Motion to Suspend the Rules and Pass"
Passed,-0.030415268987660227,-0.017955740082830005,-78.0,410.0,166.0,244.0,"Distinguished Flying Cross National Memorial Act, On Motion to Suspend the Rules and Pass"
Agreed to,-0.02304698590295952,-0.021657484107562668,-3.0,339.0,168.0,171.0,", On Agreeing to the Amendment"
Agreed to,-0.017272645114428678,0.03417005592934966,-381.0,55.0,-163.0,218.0,", On Agreeing to the Amendment"
Failed,0.013689320166942,-0.03528011177714119,353.0,-15.0,169.0,-184.0,"Ocean, Coastal, and Watershed Education Act, On Motion to Recommit with Instructions"
Passed,-0.01867042717773495,0.03289224053868915,-380.0,74.0,-153.0,227.0,"Ocean, Coastal, and Watershed Education Act, On Passage"
Passed,-0.02355673738759395,0.018996568495476193,-306.0,178.0,-64.0,242.0,"Hudson River Valley Special Resource Study Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027948917149579713,-0.008955242861155241,-119.0,341.0,111.0,230.0,"To revise the boundaries of the Gettysburg National Military Park to include the Gettysburg Train Station, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.029423781138651326,-0.01784554307689817,-71.0,399.0,164.0,235.0,"Recognizing the extraordinary number of African-Americans who have overcome significant obstacles to enhance innovation and competitiveness in the field of science in the United States, On Motion to Suspend the Rules and Agree"
Passed,-0.02938511196603164,-0.017621871487631387,-74.0,396.0,161.0,235.0,"Recognizing the 50th anniversary of the historic dive to the Challenger Deep in the Mariana Trench, the deepest point in the world’s oceans, on January 23, 1960, and its importance to marine research, ocean science, a better understanding of the planet, and the future of human exploration, On Motion to Suspend the Rules and Agree"
Passed,-0.029072708287162068,-0.017847699375444042,-69.0,395.0,163.0,232.0,"Expressing support for the designation of March 20 as a National Day of Recognition for Long-Term Care Physicians, On Motion to Suspend the Rules and Agree, as Amended"
Agreed to,0.007450246439221839,-0.033021027553144254,293.0,47.0,170.0,-123.0,", On Agreeing to the Amendment"
Agreed to,-0.029325220767335652,-0.018972824219135022,-62.0,402.0,170.0,232.0,", On Agreeing to the Amendment"
Passed,-0.02554221374075125,-0.0211446164314849,-22.0,366.0,172.0,194.0,"Public Lands Service Corps Act of 2009, On Motion to Recommit with Instructions"
Passed,-0.02248078747026648,0.017310207965897474,-284.0,172.0,-56.0,228.0,"Public Lands Service Corps Act of 2009, On Passage"
Passed,-0.029273574465805544,-0.019164238895504917,-61.0,403.0,171.0,232.0,"TRICARE Affirmation Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.012886131342053637,0.030020113237950126,-311.0,25.0,-143.0,168.0,", On Approving the Journal"
Passed,-0.029175821699580506,-0.01859883471385825,-65.0,399.0,167.0,232.0,"Honoring the life and accomplishments of Donald Harington for his contributions to literature in the United States, On Motion to Suspend the Rules and Agree"
Passed,-0.030620472775245326,-0.01943457113181081,-66.0,420.0,177.0,243.0,"Clarence D. Lumpkin Post Office Designation, On Motion to Suspend the Rules and Pass"
Passed,-0.0307283349217815,-0.019055320351582257,-70.0,420.0,175.0,245.0,"Supporting the goals and ideals of National Women’s History Month, On Motion to Suspend the Rules and Agree"
Passed,-0.014906301934812955,0.03151510513541592,-336.0,40.0,-148.0,188.0,", On Approving the Journal"
Passed,-0.03075291824516581,-0.018405351344563475,-75.0,415.0,170.0,245.0,"Commending the members of the Agri-business Development Teams of the National Guard for their efforts, together with personnel of the Department of Agriculture and the United Sates Agency for International Development, to modernize agriculture practices and increase food production in war-torn countries., On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.015918351906068395,0.03641443830386307,-385.0,33.0,-176.0,209.0,"Providing for consideration of the Senate Amendments to H.R. 3590 , Patient Protection and Affordable Care Act , and providing for the consideration of the bill H.R. 4872 , Reconciliation Act of 2010, Will the House Now Consider the Resolution"
Passed,-0.01577159684023651,0.03678528538505696,-386.0,30.0,-178.0,208.0,"Providing for consideration of the Senate Amendments to H.R. 3590 , Patient Protection and Affordable Care Act, and providing for the consideration of the bill H.R. 4872, Reconciliation Act of 2010., Will the House Now Consider the Resolution"
Passed,-0.03147359461141905,-0.01914053883540061,-75.0,429.0,177.0,252.0,"Supporting the goals and ideals of a Cold War Veterans Recognition Day to honor the sacrifices and contributions made by members of the Armed Forces during the Cold War and encouraging the people of the U.S. to participate in local and national activities honoring the sacrifices and contributions of those individuals, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.015349521938290388,0.03664481714798836,-382.0,26.0,-178.0,204.0,"Providing for consideration of the Senate Amendments to H.R. 3590 , Patient Protection and Affordable Care Act, and providing for the consideration of the bill H.R. 4872, Reconciliation Act of 2010., On Ordering the Previous Question"
Passed,-0.014578044134284212,0.03662485400340315,-374.0,18.0,-178.0,196.0,"Providing for consideration of the Senate Amendments to H.R. 3590 , Patient Protection and Affordable Care Act, and providing for the consideration of the bill H.R. 4872, Reconciliation Act of 2010., On Agreeing to the Resolution"
Passed,-0.03135869884650772,-0.01879198831552096,-76.0,426.0,175.0,251.0,"Expressing the sense of the House of Representatives regarding the meritorious service performed by aviators in the United States Armed Forces who were shot down over, or otherwise forced to land in, hostile territory yet evaded enemy capture or were captured buy subsequently escaped, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.013376236221825686,0.03633894524118117,-364.0,8.0,-178.0,186.0,"Patient Protection and Affordable Care Act, On Motion to Concur in Senate Amendments"
Failed,0.01581243021612777,-0.03639814466685704,389.0,-33.0,178.0,-211.0,"Reconciliation Act of 2010, On Motion to Recommit with Instructions"
Passed,-0.013608555237748251,0.03645754795467889,-366.0,10.0,-178.0,188.0,"Reconciliation Act of 2010, On Passage"
Passed,-0.030988401540022303,-0.018697771109184736,-75.0,421.0,173.0,248.0,"Recognizing the 65th anniversary of the Battle of Iwo Jima, On Motion to Suspend the Rules and Agree, as Amended"
