Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Passed,-0.033329797448745056,0.0021779567487844494,404.0,56.0,230.0,-174.0,"Providing for consideration of H.R. 1560, the Protecting Cyber Networks Act and H.R. 1731, the National Cybersecurity Protection Advancement Act of 2015, On Agreeing to the Resolution"
Agreed to,0.023648680453100826,-0.020246596985503084,-287.0,71.0,-108.0,179.0,", On Agreeing to the Amendment"
Failed,0.033795037841439404,-0.0039993603141102955,-414.0,-50.0,-232.0,182.0,"Bureau of Consumer Financial Protection Advisory Boards Act, On Motion to Recommit with Instructions"
Passed,-0.03311562225260171,0.0025318107879579973,400.0,52.0,226.0,-174.0,"Bureau of Consumer Financial Protection Advisory Boards Act, On Passage"
Agreed to,0.009686003590756673,-0.03044600591311175,-133.0,203.0,35.0,168.0,", On Agreeing to the Amendment"
Failed,0.034348175663857644,-0.003512614981278421,-420.0,-56.0,-238.0,182.0,"Protecting Cyber Networks Act, On Motion to Recommit with Instructions"
Passed,-0.0129262540575559,-0.027801319029037645,139.0,191.0,165.0,26.0,"Protecting Cyber Networks Act, On Passage"
Agreed to,-0.005853885772371734,-0.05718278681418193,49.0,397.0,223.0,174.0,", On Agreeing to the Amendment"
Failed,0.033943977782364805,-0.002986614430915649,-416.0,-58.0,-237.0,179.0,"National Cybersecurity Protection Advancement Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.010743498745571003,-0.04240200045146104,110.0,292.0,201.0,91.0,"National Cybersecurity Protection Advancement Act of 2015, On Passage"
Passed,-0.007316693534548466,-0.059034273398842374,65.0,413.0,239.0,174.0,"Good Samaritan Search and Recovery Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0022987541645880785,-0.053620022078841215,7.0,351.0,179.0,172.0,"Arapaho National Forest Boundary Adjustment Act of 2015, On Motion to Suspend the Rules and Pass"
Passed,-0.03455035464827981,0.0036838097776783463,424.0,54.0,239.0,-185.0,"Consideration of (H.R. 2028) making appropriations for energy and water development and related agencies for FY ending Sept. 30, 2016 and providing for consideration of (H.R. 2029) making appropriations for military construction, the Dept. of Veterans Affairs, and related agencies for FY ending Sept. 30, 2016, On Agreeing to the Resolution"
Passed,-0.006632242820346624,-0.06054370638866907,57.0,423.0,240.0,183.0,"Sister Ann Keefe Post Office, On Motion to Suspend the Rules and Pass"
Passed,-0.03386458501833049,0.003289333352961742,415.0,57.0,236.0,-179.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes, On Sustaining the Ruling of the Chair"
Passed,-0.033409569802312536,0.0017215028844076645,410.0,66.0,238.0,-172.0,"Providing for consideration of the bill (H.R. 1732); providing for consideration of the conference report to accompany the concurrent resolution (S.Con.Res. 11); and providing for consideration of the joint resolution (H.J.Res. 43), On Consideration of the Resolution"
Passed,-0.03432591147134315,0.0029904973405688725,422.0,60.0,241.0,-181.0,"Providing for consideration of the bill (H.R. 1732); providing for consideration of the conference report to accompany the concurrent resolution (S.Con.Res. 11); and providing for consideration of the joint resolution (H.J.Res. 43), On Ordering the Previous Question"
Passed,-0.03444829203456662,0.0028945334657593563,423.0,61.0,242.0,-181.0,"Providing for consideration of the bill (H.R. 1732); providing for consideration of the conference report to accompany the concurrent resolution (S.Con.Res. 11); and providing for consideration of the joint resolution (H.J.Res. 43), On Agreeing to the Resolution"
Passed,-0.0037822503995816976,-0.007840250084592222,41.0,61.0,51.0,10.0,", On Approving the Journal"
Passed,-0.03232165779081444,0.006267876947167476,395.0,29.0,212.0,-183.0,"Setting forth the congressional budget for the United States Government for fiscal year 2016 and setting forth the appropriate budgetary levels for fiscal years 2017 through 2025, On Agreeing to the Conference Report"
Failed,0.02717401573581984,-0.0004671369621185926,-328.0,-38.0,-183.0,145.0,", On Agreeing to the Amendment"
Failed,0.02675638662675101,-0.0004088269745263387,-323.0,-37.0,-180.0,143.0,", On Agreeing to the Amendment"
Failed,0.026703408529702044,0.00022200695430451493,-321.0,-41.0,-181.0,140.0,", On Agreeing to the Amendment"
Failed,0.031784695199901195,0.0029127969221947594,-377.0,-87.0,-232.0,145.0,", On Agreeing to the Amendment"
Failed,0.027969606820038694,-0.008594099426369366,-337.0,-3.0,-170.0,167.0,", On Agreeing to the Amendment"
Failed,0.03411550680467459,-0.004157053228638804,-417.0,-51.0,-234.0,183.0,", On Agreeing to the Amendment"
Failed,-0.026718863674854796,0.018150665745414813,324.0,-42.0,141.0,-183.0,", On Agreeing to the Amendment"
Failed,-0.026211604011167997,0.01891572440901618,317.0,-49.0,134.0,-183.0,", On Agreeing to the Amendment"
Failed,0.033940945070958635,-0.0035792154706345606,-417.0,-55.0,-236.0,181.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes, On Motion to Recommit with Instructions"
Passed,-0.03126438383314578,-0.0037427421143155603,372.0,92.0,232.0,-140.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes, On Passage"
Passed,-0.0322167489502893,0.00655560997242339,388.0,36.0,212.0,-176.0,"Disapproving the action of the District of Columbia Council in approving the Reproductive Health Non-Discrimination Amendment Act of 2014, On Passage"
Failed,-0.015457888560284074,0.03453784441785468,195.0,-169.0,13.0,-182.0,", On Agreeing to the Amendment"
Failed,0.029794115437512366,0.0023001672313861243,-357.0,-77.0,-217.0,140.0,", On Agreeing to the Amendment"
Failed,-0.023697705455567084,0.01904331362188524,289.0,-67.0,111.0,-178.0,", On Agreeing to the Amendment"
Failed,0.030850469274759373,0.0012061234269860467,-367.0,-75.0,-221.0,146.0,", On Agreeing to the Amendment"
Failed,-0.01779181061920599,0.031633828591980814,221.0,-143.0,39.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.012682218760873967,0.0386821517492634,163.0,-201.0,-19.0,-182.0,", On Agreeing to the Amendment"
Failed,0.020305371208451547,0.007086484917421912,-239.0,-71.0,-155.0,84.0,", On Agreeing to the Amendment"
Failed,0.02941843823774527,-0.008121034509750956,-357.0,-17.0,-187.0,170.0,", On Agreeing to the Amendment"
Failed,0.027533833996131966,0.006491099907329568,-325.0,-93.0,-209.0,116.0,", On Agreeing to the Amendment"
Failed,0.025813041088538338,0.011523402608713979,-303.0,-123.0,-213.0,90.0,", On Agreeing to the Amendment"
Failed,-0.01857932706363295,0.02984672021398147,229.0,-135.0,47.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.023217540804524726,0.022986545763148316,285.0,-79.0,103.0,-182.0,", On Agreeing to the Amendment"
Agreed to,-0.03306974210232681,0.005381298603278353,403.0,43.0,223.0,-180.0,", On Agreeing to the Amendment"
Agreed to,-0.03256668250554173,0.002123976593582708,394.0,60.0,227.0,-167.0,", On Agreeing to the Amendment"
Agreed to,-0.03188416699695034,0.005668899689782842,386.0,40.0,213.0,-173.0,", On Agreeing to the Amendment"
Failed,-0.020379314546679832,0.023714371784097972,247.0,-89.0,79.0,-168.0,", On Agreeing to the Amendment"
Agreed to,-0.03212923884516438,0.004662592728401468,389.0,45.0,217.0,-172.0,", On Agreeing to the Amendment"
Agreed to,-0.03194593722565569,0.0011119711760079114,383.0,65.0,224.0,-159.0,", On Agreeing to the Amendment"
Agreed to,-0.03178674072473925,0.004517840953050737,385.0,45.0,215.0,-170.0,", On Agreeing to the Amendment"
Failed,0.03381541515900043,-0.003494776715870326,-415.0,-55.0,-235.0,180.0,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes, On Motion to Recommit with Instructions"
Passed,-0.031950681313751325,0.00038768076665589204,383.0,63.0,223.0,-160.0,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes, On Passage"
